,Unnamed: 0,Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Diameter mm,Average Hookload kkgf,Hole Depth (TVD) m,USROP Gamma gAPI,FORMATION
27,27,501.701,2.694338678,10106.67998,3.281079435,43.23588,126.0,2961.100683,1.210000038,311.15,97.74008389,501.2932824,141.64,NORDLAND GP.
28,28,501.853,2.798664923,9978.78223,3.253963076,49.228248,126.0,2961.100683,1.210000038,311.15,97.26834782,501.4435488,141.64,NORDLAND GP.
29,29,501.969,2.798664923,9978.78223,3.253963076,49.228248,126.0,2961.100683,1.210000038,311.15,97.26834782,501.4435488,141.64,NORDLAND GP.
30,30,502.006,2.753305686,10044.14453,3.430219409,52.129944,126.0,2961.100683,1.210000038,311.15,97.11412642,501.5938152,146.26,NORDLAND GP.
31,31,502.042,2.753305686,10044.14453,3.430219409,52.129944,126.0,2961.100683,1.210000038,311.15,97.11412642,501.5938152,146.26,NORDLAND GP.
32,32,502.158,2.726090144,10169.00858,3.552243025,52.24272,126.38,2961.100683,1.210000038,311.15,97.10959049,501.7437768,146.26,NORDLAND GP.
33,33,502.259,2.726090144,10169.00858,3.552243025,52.24272,126.38,2961.100683,1.210000038,311.15,97.10959049,501.7437768,146.26,NORDLAND GP.
34,34,502.31,2.803200847,10166.04384,3.484452127,52.24272,126.43,2961.100683,1.210000038,311.15,97.14587788,501.8940432,149.34,NORDLAND GP.
35,35,502.332,2.803200847,10166.04384,3.484452127,52.24272,126.43,2961.100683,1.210000038,311.15,97.14587788,501.8940432,149.34,NORDLAND GP.
36,36,502.402,2.803200847,10166.04384,3.484452127,52.24272,126.43,2961.100683,1.210000038,311.15,97.14587788,501.8940432,149.34,NORDLAND GP.
37,37,502.463,2.630835746,10093.3731,3.904755691,52.187856,126.05,2961.100683,1.210000038,311.15,97.20484489,502.0443096,149.34,NORDLAND GP.
38,38,502.475,2.630835746,10093.3731,3.904755691,52.187856,126.05,2961.100683,1.210000038,311.15,97.20484489,502.0443096,149.34,NORDLAND GP.
39,39,502.548,2.630835746,10093.3731,3.904755691,52.187856,126.05,2961.100683,1.210000038,311.15,97.20484489,502.0443096,149.34,NORDLAND GP.
40,40,502.615,2.780521228,10112.60947,3.714941178,52.193952,126.81,2961.100683,1.210000038,311.15,97.34545853,502.194576,149.34,NORDLAND GP.
41,41,502.621,2.780521228,10112.60947,3.714941178,52.193952,126.81,2961.100683,1.210000038,311.15,97.34545853,502.194576,149.34,NORDLAND GP.
42,42,502.768,2.753305686,10055.03825,3.836964794,52.245768,126.0,2961.100683,1.210000038,311.15,97.29102744,502.3445376,152.42,NORDLAND GP.
43,43,502.838,2.753305686,10055.03825,3.836964794,52.245768,126.0,2961.100683,1.210000038,311.15,97.29102744,502.3445376,152.42,NORDLAND GP.
44,44,502.917,2.753305686,10055.03825,3.836964794,52.245768,126.0,2961.100683,1.210000038,311.15,97.29102744,502.3445376,152.42,NORDLAND GP.
45,45,502.92,3.070820345,10133.0869,3.701382999,51.806856,126.43,2961.100683,1.210000038,311.15,97.0733031,502.494804,152.42,NORDLAND GP.
46,46,503.048,3.070820345,10133.0869,3.701382999,51.806856,126.43,2961.100683,1.210000038,311.15,97.0733031,502.494804,152.42,NORDLAND GP.
47,47,503.072,2.803200847,10186.31442,3.999662948,50.77968,126.86,2961.100683,1.210000038,311.15,97.08237495,502.6447656,141.64,NORDLAND GP.
48,48,503.124,2.803200847,10186.31442,3.999662948,50.77968,126.86,2961.100683,1.210000038,311.15,97.08237495,502.6447656,141.64,NORDLAND GP.
49,49,503.225,2.75784161,10143.01535,3.904755691,50.127408,126.77,2961.100683,1.210000038,311.15,97.27741967,502.795032,141.64,NORDLAND GP.
50,50,503.258,2.75784161,10143.01535,3.904755691,50.127408,126.77,2961.100683,1.210000038,311.15,97.27741967,502.795032,141.64,NORDLAND GP.
51,51,503.328,2.75784161,10143.01535,3.904755691,50.127408,126.77,2961.100683,1.210000038,311.15,97.27741967,502.795032,141.64,NORDLAND GP.
52,52,503.377,2.902991168,10075.30883,3.755615717,50.087784,127.0,2961.100683,1.210000038,311.15,97.15948565,502.9449936,147.8,NORDLAND GP.
53,53,503.395,2.902991168,10075.30883,3.755615717,50.087784,127.0,2961.100683,1.210000038,311.15,97.15948565,502.9449936,147.8,NORDLAND GP.
54,54,503.466,2.902991168,10075.30883,3.755615717,50.087784,127.0,2961.100683,1.210000038,311.15,97.15948565,502.9449936,147.8,NORDLAND GP.
55,55,503.53,2.748769762,10165.35436,3.470893948,50.084736,126.27,2961.100683,1.210000038,311.15,97.15948565,503.09526,147.8,NORDLAND GP.
56,56,503.536,2.748769762,10165.35436,3.470893948,50.084736,126.27,2961.100683,1.210000038,311.15,97.15948565,503.09526,147.8,NORDLAND GP.
57,57,503.606,2.748769762,10165.35436,3.470893948,50.084736,126.27,2961.100683,1.210000038,311.15,97.15948565,503.09526,147.8,NORDLAND GP.
58,58,503.676,2.748769762,10165.35436,3.470893948,50.084736,126.27,2961.100683,1.210000038,311.15,97.15948565,503.09526,147.8,NORDLAND GP.
59,59,503.682,2.943814481,10032.2166,3.904755691,50.087784,126.45,2961.100683,1.210000038,311.15,97.03701571,503.2452216,147.8,NORDLAND GP.
60,60,503.834,2.848560084,10038.90451,4.18947746,50.066448,126.55,2961.100683,1.210000038,311.15,97.00072832,503.395488,152.42,NORDLAND GP.
61,61,503.883,2.848560084,10038.90451,4.18947746,50.066448,126.55,2961.100683,1.210000038,311.15,97.00072832,503.395488,152.42,NORDLAND GP.
62,62,503.953,2.848560084,10038.90451,4.18947746,50.066448,126.55,2961.100683,1.210000038,311.15,97.00072832,503.395488,152.42,NORDLAND GP.
63,63,503.987,2.590012433,10052.69403,4.609781024,50.035968,126.33,2961.100683,1.210000038,311.15,97.54050324,503.5454496,152.42,NORDLAND GP.
64,64,504.09,2.590012433,10052.69403,4.609781024,50.035968,126.33,2961.100683,1.210000038,311.15,97.54050324,503.5454496,152.42,NORDLAND GP.
65,65,504.139,2.703410525,9997.880708,4.148802922,50.090832,126.41,2961.100683,1.210000038,311.15,97.40442553,503.695716,140.1,NORDLAND GP.
66,66,504.161,2.703410525,9997.880708,4.148802922,50.090832,126.41,2961.100683,1.210000038,311.15,97.40442553,503.695716,140.1,NORDLAND GP.
67,67,504.292,2.608156128,9971.818526,3.93187205,50.115216,126.45,2961.100683,1.210000038,311.15,97.6085421,503.8456776,140.1,NORDLAND GP.
68,68,504.377,2.608156128,9971.818526,3.93187205,50.115216,126.45,2961.100683,1.210000038,311.15,97.6085421,503.8456776,140.1,NORDLAND GP.
69,69,504.441,2.608156128,9971.818526,3.93187205,50.115216,126.45,2961.100683,1.210000038,311.15,97.6085421,503.8456776,140.1,NORDLAND GP.
70,70,504.444,2.676194983,10014.22128,3.877639332,50.075592,126.36,2961.100683,1.210000038,311.15,97.40442553,503.9956392,144.72,NORDLAND GP.
71,71,504.508,2.676194983,10014.22128,3.877639332,50.075592,126.36,2961.100683,1.210000038,311.15,97.40442553,503.9956392,144.72,NORDLAND GP.
72,72,504.578,2.676194983,10014.22128,3.877639332,50.075592,126.36,2961.100683,1.210000038,311.15,97.40442553,503.9956392,144.72,NORDLAND GP.
73,73,504.596,2.671659059,10110.47209,4.067453845,50.03292,126.27,2961.100683,1.210000038,311.15,97.48153624,504.1459056,144.72,NORDLAND GP.
74,74,504.648,2.671659059,10110.47209,4.067453845,50.03292,126.27,2961.100683,1.210000038,311.15,97.48153624,504.1459056,144.72,NORDLAND GP.
75,75,504.718,2.671659059,10110.47209,4.067453845,50.03292,126.27,2961.100683,1.210000038,311.15,97.48153624,504.1459056,144.72,NORDLAND GP.
76,76,504.749,2.707946449,9993.054378,4.230151999,50.081688,126.09,2961.100683,1.210000038,311.15,97.25474005,504.2958672,144.72,NORDLAND GP.
77,77,504.855,2.707946449,9993.054378,4.230151999,50.081688,126.09,2961.100683,1.210000038,311.15,97.25474005,504.2958672,144.72,NORDLAND GP.
78,78,504.901,2.748769762,9967.819566,4.555548306,50.127408,126.36,2961.100683,1.210000038,311.15,97.45885662,504.4458288,149.34,NORDLAND GP.
79,79,504.926,2.748769762,9967.819566,4.555548306,50.127408,126.36,2961.100683,1.210000038,311.15,97.45885662,504.4458288,149.34,NORDLAND GP.
80,80,504.996,2.748769762,9967.819566,4.555548306,50.127408,126.36,2961.100683,1.210000038,311.15,97.45885662,504.4458288,149.34,NORDLAND GP.
81,81,505.054,2.839488236,9996.915442,4.338617435,50.084736,126.45,2961.100683,1.210000038,311.15,97.15041381,504.5960952,149.34,NORDLAND GP.
82,82,505.066,2.839488236,9996.915442,4.338617435,50.084736,126.45,2961.100683,1.210000038,311.15,97.15041381,504.5960952,149.34,NORDLAND GP.
83,83,505.136,2.839488236,9996.915442,4.338617435,50.084736,126.45,2961.100683,1.210000038,311.15,97.15041381,504.5960952,149.34,NORDLAND GP.
84,84,505.206,2.562796891,10089.51203,4.555548306,50.090832,126.23,2961.100683,1.210000038,311.15,97.2456682,504.7460568,146.26,NORDLAND GP.
85,85,505.358,2.422183256,10033.73345,4.325059255,50.115216,126.14,2961.100683,1.210000038,311.15,97.62214987,504.8960184,146.26,NORDLAND GP.
86,86,505.413,2.422183256,10033.73345,4.325059255,50.115216,126.14,2961.100683,1.210000038,311.15,97.62214987,504.8960184,146.26,NORDLAND GP.
87,87,505.483,2.422183256,10033.73345,4.325059255,50.115216,126.14,2961.100683,1.210000038,311.15,97.62214987,504.8960184,146.26,NORDLAND GP.
88,88,505.511,2.494758035,9866.259791,4.257268358,50.081688,126.14,2961.100683,1.210000038,311.15,97.43164108,505.04598,146.26,NORDLAND GP.
89,89,505.553,2.494758035,9866.259791,4.257268358,50.081688,126.14,2961.100683,1.210000038,311.15,97.43164108,505.04598,146.26,NORDLAND GP.
90,90,505.624,2.494758035,9866.259791,4.257268358,50.081688,126.14,2961.100683,1.210000038,311.15,97.43164108,505.04598,146.26,NORDLAND GP.
91,91,505.663,2.689802754,9894.252506,3.823406614,50.04816,126.32,2961.100683,1.210000038,311.15,97.41349738,505.1959416,144.72,NORDLAND GP.
92,92,505.691,2.689802754,9894.252506,3.823406614,50.04816,126.32,2961.100683,1.210000038,311.15,97.41349738,505.1959416,144.72,NORDLAND GP.
93,93,505.761,2.689802754,9894.252506,3.823406614,50.04816,126.32,2961.100683,1.210000038,311.15,97.41349738,505.1959416,144.72,NORDLAND GP.
94,94,505.816,2.694338678,10089.16729,4.067453845,50.0634,126.0,2961.100683,1.210000038,311.15,97.29556337,505.3459032,144.72,NORDLAND GP.
95,95,505.837,2.694338678,10089.16729,4.067453845,50.0634,126.0,2961.100683,1.210000038,311.15,97.29556337,505.3459032,144.72,NORDLAND GP.
96,96,505.901,2.694338678,10089.16729,4.067453845,50.0634,126.0,2961.100683,1.210000038,311.15,97.29556337,505.3459032,144.72,NORDLAND GP.
97,97,505.971,2.626299822,10208.37765,4.447082871,50.12436,126.45,2961.100683,1.210000038,311.15,97.3590663,505.4961696,135.48,NORDLAND GP.
98,98,506.047,2.626299822,10208.37765,4.447082871,50.12436,126.45,2961.100683,1.210000038,311.15,97.3590663,505.4961696,135.48,NORDLAND GP.
99,99,506.108,2.626299822,10208.37765,4.447082871,50.12436,126.45,2961.100683,1.210000038,311.15,97.3590663,505.4961696,135.48,NORDLAND GP.
100,100,506.12,2.508365806,10153.28854,4.094570204,50.145696,126.91,2961.100683,1.210000038,311.15,97.55411102,505.6461312,135.48,NORDLAND GP.
101,101,506.178,2.508365806,10153.28854,4.094570204,50.145696,126.91,2961.100683,1.210000038,311.15,97.55411102,505.6461312,135.48,NORDLAND GP.
102,102,506.248,2.508365806,10153.28854,4.094570204,50.145696,126.91,2961.100683,1.210000038,311.15,97.55411102,505.6461312,135.48,NORDLAND GP.
103,103,506.273,2.508365806,10034.56082,4.501315588,50.099976,126.27,2961.100683,1.210000038,311.15,97.54957509,505.7960928,135.48,NORDLAND GP.
104,104,506.425,2.295177392,10009.18811,4.419966512,50.075592,126.18,2961.100683,1.210000038,311.15,97.50421586,505.9460544,144.72,NORDLAND GP.
105,105,506.459,2.295177392,10009.18811,4.419966512,50.075592,126.18,2961.100683,1.210000038,311.15,97.50421586,505.9460544,144.72,NORDLAND GP.
106,106,506.526,2.295177392,10009.18811,4.419966512,50.075592,126.18,2961.100683,1.210000038,311.15,97.50421586,505.9460544,144.72,NORDLAND GP.
107,107,506.578,2.658051288,9999.052817,4.650455563,50.099976,126.64,2961.100683,1.210000038,311.15,97.5132877,506.096016,144.72,NORDLAND GP.
108,108,506.596,2.658051288,9999.052817,4.650455563,50.099976,126.64,2961.100683,1.210000038,311.15,97.5132877,506.096016,144.72,NORDLAND GP.
109,109,506.666,2.658051288,9999.052817,4.650455563,50.099976,126.64,2961.100683,1.210000038,311.15,97.5132877,506.096016,144.72,NORDLAND GP.
110,110,506.73,2.521973577,10016.97919,4.691130101,50.023776,126.68,2961.100683,1.210000038,311.15,97.50875178,506.2459776,155.49,NORDLAND GP.
111,111,506.736,2.521973577,10016.97919,4.691130101,50.023776,126.68,2961.100683,1.210000038,311.15,97.50875178,506.2459776,155.49,NORDLAND GP.
112,112,506.882,2.798664923,9906.663069,4.230151999,50.023776,126.64,2961.100683,1.210000038,311.15,97.44071292,506.3956344,155.49,NORDLAND GP.
113,113,506.895,2.798664923,9906.663069,4.230151999,50.023776,126.64,2961.100683,1.210000038,311.15,97.44071292,506.3956344,155.49,NORDLAND GP.
114,114,506.986,2.798664923,9906.663069,4.230151999,50.023776,126.64,2961.100683,1.210000038,311.15,97.44071292,506.3956344,155.49,NORDLAND GP.
115,115,507.035,2.644443517,10011.53233,4.786037358,50.084736,126.82,2961.100683,1.210000038,311.15,97.25927598,506.545596,155.49,NORDLAND GP.
116,116,507.062,2.644443517,10011.53233,4.786037358,50.084736,126.82,2961.100683,1.210000038,311.15,97.25927598,506.545596,155.49,NORDLAND GP.
117,117,507.132,2.644443517,10011.53233,4.786037358,50.084736,126.82,2961.100683,1.210000038,311.15,97.25927598,506.545596,155.49,NORDLAND GP.
118,118,507.187,2.639907593,10170.45648,4.094570204,50.042064,126.23,2961.100683,1.210000038,311.15,97.32277891,506.6955576,146.26,NORDLAND GP.
119,119,507.34,2.326928858,10049.3156,4.555548306,50.066448,127.0,2961.100683,1.210000038,311.15,97.54050324,506.8455192,146.26,NORDLAND GP.
120,120,507.492,2.51290173,9915.764149,4.352175614,50.133504,127.0,2961.100683,1.210000038,311.15,97.45432069,506.9954808,140.1,NORDLAND GP.
121,121,507.522,2.51290173,9915.764149,4.352175614,50.133504,127.0,2961.100683,1.210000038,311.15,97.45432069,506.9954808,140.1,NORDLAND GP.
122,122,507.59,2.51290173,9915.764149,4.352175614,50.133504,127.0,2961.100683,1.210000038,311.15,97.45432069,506.9954808,140.1,NORDLAND GP.
123,123,507.644,2.567332814,9999.949135,3.972546589,50.090832,126.36,2961.100683,1.210000038,311.15,97.50421586,507.1454424,140.1,NORDLAND GP.
124,124,507.66,2.567332814,9999.949135,3.972546589,50.090832,126.36,2961.100683,1.210000038,311.15,97.50421586,507.1454424,140.1,NORDLAND GP.
125,125,507.73,2.567332814,9999.949135,3.972546589,50.090832,126.36,2961.100683,1.210000038,311.15,97.50421586,507.1454424,140.1,NORDLAND GP.
126,126,507.797,2.3541444,9994.98491,4.094570204,50.066448,126.0,2961.100683,1.210000038,311.15,97.6266858,507.2950992,140.1,NORDLAND GP.
127,127,507.8,2.3541444,9994.98491,4.094570204,50.066448,126.0,2961.100683,1.210000038,311.15,97.6266858,507.2950992,140.1,NORDLAND GP.
128,128,507.949,2.435791027,10208.86028,3.864081153,50.096928,126.41,2961.100683,1.210000038,311.15,97.54503917,507.4450608,143.18,NORDLAND GP.
129,129,508.007,2.435791027,10208.86028,3.864081153,50.096928,126.41,2961.100683,1.210000038,311.15,97.54503917,507.4450608,143.18,NORDLAND GP.
130,130,508.077,2.435791027,10208.86028,3.864081153,50.096928,126.41,2961.100683,1.210000038,311.15,97.54503917,507.4450608,143.18,NORDLAND GP.
131,131,508.102,2.440326951,9891.701446,3.891197512,50.09388,126.45,2961.100683,1.210000038,311.15,97.6085421,507.5950224,143.18,NORDLAND GP.
132,132,508.147,2.440326951,9891.701446,3.891197512,50.09388,126.45,2961.100683,1.210000038,311.15,97.6085421,507.5950224,143.18,NORDLAND GP.
133,133,508.217,2.440326951,9891.701446,3.891197512,50.09388,126.45,2961.100683,1.210000038,311.15,97.6085421,507.5950224,143.18,NORDLAND GP.
134,134,508.254,2.463006569,10070.68935,3.498010307,50.075592,126.45,2961.100683,1.210000038,311.15,97.6085421,507.744984,143.18,NORDLAND GP.
135,135,508.288,2.463006569,10070.68935,3.498010307,50.075592,126.45,2961.100683,1.210000038,311.15,97.6085421,507.744984,143.18,NORDLAND GP.
136,136,508.355,2.463006569,10070.68935,3.498010307,50.075592,126.45,2961.100683,1.210000038,311.15,97.6085421,507.744984,143.18,NORDLAND GP.
137,137,508.406,2.47661434,10116.1258,3.864081153,50.10912,126.64,2961.100683,1.210000038,311.15,97.55864694,507.8946408,143.18,NORDLAND GP.
138,138,508.495,2.47661434,10116.1258,3.864081153,50.10912,126.64,2961.100683,1.210000038,311.15,97.55864694,507.8946408,143.18,NORDLAND GP.
139,139,508.559,2.939278558,10056.83088,3.443777589,50.121312,126.23,2961.100683,1.210000038,311.15,97.32277891,508.0446024,143.18,NORDLAND GP.
140,140,508.565,2.939278558,10056.83088,3.443777589,50.121312,126.23,2961.100683,1.210000038,311.15,97.32277891,508.0446024,143.18,NORDLAND GP.
141,141,508.635,2.939278558,10056.83088,3.443777589,50.121312,126.23,2961.100683,1.210000038,311.15,97.32277891,508.0446024,143.18,NORDLAND GP.
142,142,508.705,2.939278558,10056.83088,3.443777589,50.121312,126.23,2961.100683,1.210000038,311.15,97.32277891,508.0446024,143.18,NORDLAND GP.
143,143,508.711,2.667123136,9925.278914,2.711635897,50.04816,127.0,2961.100683,1.210000038,311.15,97.46792847,508.1942592,132.4,NORDLAND GP.
144,144,508.772,2.667123136,9925.278914,2.711635897,50.04816,127.0,2961.100683,1.210000038,311.15,97.46792847,508.1942592,132.4,NORDLAND GP.
145,145,508.842,2.667123136,9925.278914,2.711635897,50.04816,127.0,2961.100683,1.210000038,311.15,97.46792847,508.1942592,132.4,NORDLAND GP.
146,146,508.864,2.735161991,9905.766751,3.606475743,50.118264,126.52,2961.100683,1.210000038,311.15,97.31824298,508.3442208,132.4,NORDLAND GP.
147,147,509.001,2.735161991,9905.766751,3.606475743,50.118264,126.52,2961.100683,1.210000038,311.15,97.31824298,508.3442208,132.4,NORDLAND GP.
148,148,509.016,2.676194983,10007.87811,3.769173896,50.136552,126.18,2961.100683,1.210000038,311.15,97.36360222,508.4938776,132.4,NORDLAND GP.
149,149,509.053,2.676194983,10007.87811,3.769173896,50.136552,126.18,2961.100683,1.210000038,311.15,97.36360222,508.4938776,132.4,NORDLAND GP.
150,150,509.123,2.676194983,10007.87811,3.769173896,50.136552,126.18,2961.100683,1.210000038,311.15,97.36360222,508.4938776,132.4,NORDLAND GP.
151,151,509.168,2.816808618,10121.22792,3.457335768,50.042064,126.27,2961.100683,1.210000038,311.15,97.15041381,508.6438392,130.86,NORDLAND GP.
152,152,509.19,2.816808618,10121.22792,3.457335768,50.042064,126.27,2961.100683,1.210000038,311.15,97.15041381,508.6438392,130.86,NORDLAND GP.
153,153,509.26,2.816808618,10121.22792,3.457335768,50.042064,126.27,2961.100683,1.210000038,311.15,97.15041381,508.6438392,130.86,NORDLAND GP.
154,154,509.321,2.653515365,10139.01639,3.94543023,50.04816,126.86,2961.100683,1.210000038,311.15,97.13227011,508.793496,130.86,NORDLAND GP.
155,155,509.33,2.653515365,10139.01639,3.94543023,50.04816,126.86,2961.100683,1.210000038,311.15,97.13227011,508.793496,130.86,NORDLAND GP.
156,156,509.4,2.653515365,10139.01639,3.94543023,50.04816,126.86,2961.100683,1.210000038,311.15,97.13227011,508.793496,130.86,NORDLAND GP.
157,157,509.473,2.726090144,10211.68713,3.633592102,50.09388,126.32,2961.100683,1.210000038,311.15,97.15948565,508.9434576,144.72,NORDLAND GP.
158,158,509.54,2.726090144,10211.68713,3.633592102,50.09388,126.32,2961.100683,1.210000038,311.15,97.15948565,508.9434576,144.72,NORDLAND GP.
159,159,509.626,2.771449381,10105.23208,3.470893948,50.10912,126.0,2961.100683,1.210000038,311.15,97.09598272,509.0931144,144.72,NORDLAND GP.
160,160,509.677,2.771449381,10105.23208,3.470893948,50.10912,126.0,2961.100683,1.210000038,311.15,97.09598272,509.0931144,144.72,NORDLAND GP.
161,161,509.748,2.771449381,10105.23208,3.470893948,50.10912,126.0,2961.100683,1.210000038,311.15,97.09598272,509.0931144,144.72,NORDLAND GP.
162,162,509.778,2.816808618,10192.45076,4.013221127,50.115216,126.0,2961.100683,1.210000038,311.15,97.20938081,509.243076,130.86,NORDLAND GP.
163,163,509.818,2.816808618,10192.45076,4.013221127,50.115216,126.0,2961.100683,1.210000038,311.15,97.20938081,509.243076,130.86,NORDLAND GP.
164,164,509.888,2.816808618,10192.45076,4.013221127,50.115216,126.0,2961.100683,1.210000038,311.15,97.20938081,509.243076,130.86,NORDLAND GP.
165,165,509.93,2.848560084,10312.97112,4.257268358,50.12436,126.45,2961.100683,1.210000038,311.15,97.20484489,509.3927328,130.86,NORDLAND GP.
166,166,510.001,2.848560084,10312.97112,4.257268358,50.12436,126.45,2961.100683,1.210000038,311.15,97.20484489,509.3927328,130.86,NORDLAND GP.
167,167,510.083,2.898455244,10235.12931,4.053895666,50.084736,126.45,2961.100683,1.210000038,311.15,97.11866234,509.5423896,130.86,NORDLAND GP.
168,168,510.095,2.898455244,10235.12931,4.053895666,50.084736,126.45,2961.100683,1.210000038,311.15,97.11866234,509.5423896,130.86,NORDLAND GP.
169,169,510.165,2.898455244,10235.12931,4.053895666,50.084736,126.45,2961.100683,1.210000038,311.15,97.11866234,509.5423896,130.86,NORDLAND GP.
170,170,510.235,2.626299822,10325.93326,4.352175614,50.035968,126.77,2961.100683,1.210000038,311.15,97.25020413,509.6923512,146.26,NORDLAND GP.
171,171,510.305,2.626299822,10325.93326,4.352175614,50.035968,126.77,2961.100683,1.210000038,311.15,97.25020413,509.6923512,146.26,NORDLAND GP.
172,172,510.372,2.626299822,10325.93326,4.352175614,50.035968,126.77,2961.100683,1.210000038,311.15,97.25020413,509.6923512,146.26,NORDLAND GP.
173,173,510.388,2.789593076,9943.412125,3.687824819,50.060352,126.5,2961.100683,1.210000038,311.15,97.25020413,509.842008,146.26,NORDLAND GP.
174,174,510.54,2.780521228,10151.15116,3.796290255,50.133504,127.0,2961.100683,1.210000038,311.15,97.39535369,509.9916648,138.56,NORDLAND GP.
175,175,510.583,2.780521228,10151.15116,3.796290255,50.133504,127.0,2961.100683,1.210000038,311.15,97.39535369,509.9916648,138.56,NORDLAND GP.
176,176,510.653,2.780521228,10151.15116,3.796290255,50.133504,127.0,2961.100683,1.210000038,311.15,97.39535369,509.9916648,138.56,NORDLAND GP.
177,177,510.692,2.508365806,10068.06934,3.484452127,50.096928,126.18,2961.100683,1.210000038,311.15,97.30917114,510.1413216,138.56,NORDLAND GP.
